Filename	Years	Punctuation	Contractions	Register
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0659412.txt	0.001	0.023	0.0	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0176497.txt	0.001	0.05	0.035	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0134673.txt	0.002	0.08	0.018	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0082563.txt	0.0	0.018	0.011	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992713.txt	0.004	0.08	0.011	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3234539.txt	0.0	0.269	0.089	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0153763.txt	0.001	0.029	0.012	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991554.txt	0.0	0.02	0.001	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993343.txt	0.026	0.185	0.053	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3211752.txt	0.001	0.037	0.006	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990879.txt	0.002	0.043	0.007	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0318226.txt	0.004	0.131	0.022	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0094687.txt	0.012	0.133	0.038	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3101738.txt	0.0	0.034	0.015	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993155.txt	0.03	0.27	0.026	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0181433.txt	0.0	0.018	0.004	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991965.txt	0.0	0.014	0.001	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0098665.txt	0.0	0.016	0.014	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0258301.txt	0.0	0.018	0.003	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0216708.txt	0.0	0.007	0.003	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993800.txt	0.002	0.021	0.01	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0137030.txt	0.019	0.073	0.019	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0059011.txt	0.0	0.006	0.007	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0166253.txt	0.001	0.007	0.002	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0058451.txt	0.0	0.026	0.003	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0776532.txt	0.0	0.024	0.007	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0150905.txt	0.0	0.039	0.01	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0656190.txt	0.005	0.068	0.009	OP
1+LY+SL+LY-LY-LY-LY+OL-SL-SL-SL+NNNN+0059615.txt	0.0	0.01	0.004	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0498659.txt	0.001	0.019	0.004	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0082188.txt	0.0	0.02	0.008	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991034.txt	0.001	0.007	0.004	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0288353.txt	0.0	0.041	0.027	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0222324.txt	0.0	0.015	0.002	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0730811.txt	0.0	0.037	0.004	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0019169.txt	0.0	0.012	0.006	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0583912.txt	0.001	0.045	0.012	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0264841.txt	0.002	0.08	0.031	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0101591.txt	0.001	0.037	0.008	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3277410.txt	0.0	0.074	0.042	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0069459.txt	0.0	0.003	0.0	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0336134.txt	0.006	0.728	0.175	OP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0585177.txt	0.0	0.012	0.002	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0085591.txt	0.0	0.029	0.005	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3028966.txt	0.0	0.024	0.012	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0167500.txt	0.0	0.005	0.012	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0112667.txt	0.002	0.057	0.011	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991424.txt	0.011	0.131	0.045	IN
1+SP+IT+OP-SP-SP-SP+RV-IT-IT-IT+NNNN+3257855.txt	0.0	0.056	0.028	SP
1+SP+IT+NA-SP-SP-SP+MA-IT-IT-IT+NNNN+0001027.txt	0.0	0.075	0.048	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990048.txt	0.019	0.128	0.041	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991801.txt	0.035	0.669	0.17	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0077906.txt	0.0	0.008	0.004	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991815.txt	0.037	0.322	0.029	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0302642.txt	0.0	0.025	0.006	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+1724553.txt	0.006	0.204	0.058	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990510.txt	0.12	0.786	0.053	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0684475.txt	0.002	0.03	0.005	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0231263.txt	0.0	0.043	0.01	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+1752454.txt	0.0	0.032	0.009	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3094842.txt	0.002	0.055	0.02	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0130834.txt	0.0	0.021	0.0	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0604775.txt	0.001	0.042	0.014	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993025.txt	0.022	0.162	0.024	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0120461.txt	0.0	0.005	0.009	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991632.txt	0.0	0.021	0.009	IN
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+YNNN+3135465.txt	0.001	0.03	0.019	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0193152.txt	0.0	0.046	0.004	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993742.txt	0.005	0.019	0.002	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0173918.txt	0.002	0.103	0.041	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993024.txt	0.046	0.261	0.055	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0314567.txt	0.001	0.087	0.031	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990277.txt	0.004	0.028	0.011	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3168827.txt	0.001	0.04	0.005	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992306.txt	0.0	0.02	0.002	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0234689.txt	0.004	0.175	0.063	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990505.txt	0.013	0.206	0.003	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0244604.txt	0.0	0.003	0.001	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0135904.txt	0.0	0.017	0.019	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0132763.txt	0.004	0.032	0.003	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0051514.txt	0.0	0.007	0.008	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0207932.txt	0.0	0.035	0.015	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3138590.txt	0.0	0.057	0.006	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0604076.txt	0.0	0.027	0.009	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0286035.txt	0.0	0.005	0.006	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0075111.txt	0.0	0.005	0.022	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0245665.txt	0.0	0.009	0.004	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991394.txt	0.093	0.596	0.04	IN
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3022223.txt	0.001	0.035	0.017	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+3143387.txt	0.0	0.016	0.001	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NNNN+3303908.txt	0.0	0.026	0.02	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0179924.txt	0.0	0.007	0.013	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3159400.txt	0.002	0.085	0.027	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0124202.txt	0.0	0.003	0.006	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0477168.txt	0.0	0.014	0.007	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990129.txt	0.002	0.013	0.002	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0181682.txt	0.0	0.088	0.026	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992702.txt	0.0	0.011	0.0	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3219451.txt	0.0	0.007	0.002	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3023775.txt	0.0	0.055	0.004	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3133200.txt	0.002	0.016	0.002	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992925.txt	0.001	0.035	0.002	IN
1+LY+SL+LY-LY-LY-LY+OL-SL-SL-SL+NNNN+0260011.txt	0.0	0.012	0.0	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3178753.txt	0.002	0.138	0.054	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993622.txt	0.117	0.507	0.023	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NNNN+3099252.txt	0.0	0.048	0.021	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0159994.txt	0.0	0.009	0.003	LY
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+0447498.txt	0.006	0.235	0.107	SP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0079417.txt	0.004	0.086	0.047	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993191.txt	0.005	0.026	0.0	IN
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0474475.txt	0.003	0.093	0.051	SP
1+SP+IT+NA-SP-SP-SP+MA-IT-IT-IT+NNNN+3110055.txt	0.0	0.06	0.037	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0206569.txt	0.0	0.006	0.004	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0285106.txt	0.0	0.005	0.019	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0694211.txt	0.0	0.061	0.024	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3298386.txt	0.002	0.122	0.05	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0256883.txt	0.0	0.017	0.001	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0249040.txt	0.001	0.124	0.054	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0141870.txt	0.0	0.085	0.032	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992700.txt	0.012	0.102	0.025	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0763915.txt	0.0	0.012	0.0	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1732338.txt	0.001	0.184	0.116	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0343386.txt	0.014	0.422	0.123	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0737182.txt	0.0	0.034	0.005	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0198207.txt	0.0	0.083	0.021	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0068402.txt	0.003	0.119	0.038	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0069260.txt	0.0	0.018	0.009	LY
1+SP+IT+NA-SP-SP-SP+PB-IT-IT-IT+NNNN+3184163.txt	0.012	0.568	0.148	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0234336.txt	0.0	0.01	0.01	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0024189.txt	0.0	0.003	0.017	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0267733.txt	0.0	0.035	0.008	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0184410.txt	0.001	0.033	0.006	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991619.txt	0.034	0.125	0.013	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990507.txt	0.132	0.728	0.103	IN
1+SP+IT+SP-SP-SP-SP +IT-IT-IT-TA+NNNN+0656288.txt	0.0	0.046	0.005	SP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0487142.txt	0.0	0.079	0.048	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0091915.txt	0.0	0.009	0.019	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3052972.txt	0.0	0.129	0.1	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3011302.txt	0.001	0.084	0.03	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993032.txt	0.0	0.056	0.006	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3041246.txt	0.0	0.123	0.058	OP
1+SP+IT+OP-SP-SP-SP+OB-IT-IT-IT+YNNN+0307534.txt	0.005	0.178	0.049	SP
1+SP+IT+NA-SP-SP-SP+PB-IT-IT-IT+NNNN+3301113.txt	0.0	0.058	0.045	SP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0763533.txt	0.0	0.096	0.007	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0131255.txt	0.0	0.037	0.007	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0175359.txt	0.014	0.073	0.011	NA
1+LY+SL+LY-LY-LY-LY+PR-SL-SL-SL+NNNN+0091699.txt	0.0	0.016	0.001	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992885.txt	0.029	0.294	0.029	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0144351.txt	0.0	0.032	0.009	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3039882.txt	0.001	0.061	0.019	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0095292.txt	0.0	0.016	0.007	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0484440.txt	0.0	0.054	0.015	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0513572.txt	0.001	0.032	0.004	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0294598.txt	0.0	0.038	0.006	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0436379.txt	0.0	0.041	0.014	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992715.txt	0.008	0.069	0.022	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0338899.txt	0.032	0.888	0.262	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990843.txt	0.003	0.009	0.0	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0186831.txt	0.005	0.037	0.002	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0417817.txt	0.0	0.039	0.005	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3379179.txt	0.002	0.081	0.014	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992271.txt	0.0	0.065	0.0	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0217125.txt	0.003	0.124	0.08	SP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+1796268.txt	0.001	0.103	0.053	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+3117770.txt	0.0	0.056	0.002	IP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3027037.txt	0.0	0.155	0.097	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0202739.txt	0.008	0.284	0.039	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0117300.txt	0.0	0.065	0.017	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0066573.txt	0.0	0.005	0.009	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0680768.txt	0.001	0.048	0.003	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0266555.txt	0.0	0.013	0.007	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0175472.txt	0.003	0.06	0.011	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0068210.txt	0.0	0.111	0.065	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0165557.txt	0.002	0.02	0.005	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3298141.txt	0.001	0.064	0.017	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1408385.txt	0.008	0.119	0.011	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3208234.txt	0.0	0.024	0.004	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3274670.txt	0.0	0.021	0.011	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991577.txt	0.05	0.262	0.018	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0159251.txt	0.0	0.075	0.013	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3221117.txt	0.001	0.062	0.029	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0066995.txt	0.0	0.006	0.009	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0183919.txt	0.0	0.019	0.01	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3735162.txt	0.003	0.227	0.138	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0061988.txt	0.0	0.003	0.01	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0124032.txt	0.002	0.067	0.01	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1420159.txt	0.004	0.113	0.068	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0222982.txt	0.0	0.013	0.008	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0424743.txt	0.003	0.039	0.012	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3327154.txt	0.0	0.038	0.019	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0097188.txt	0.0	0.247	0.125	OP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0330598.txt	0.0	0.052	0.023	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0204979.txt	0.0	0.025	0.015	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0400942.txt	0.0	0.068	0.005	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3362391.txt	0.0	0.079	0.036	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0585784.txt	0.001	0.026	0.004	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0492934.txt	0.0	0.021	0.005	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0215829.txt	0.0	0.025	0.003	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0239195.txt	0.0	0.067	0.007	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0166415.txt	0.0	0.031	0.014	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0257845.txt	0.0	0.003	0.0	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1779659.txt	0.0	0.069	0.043	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0689462.txt	0.003	0.077	0.011	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0357308.txt	0.006	0.078	0.036	IP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0019429.txt	0.0	0.002	0.007	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990251.txt	0.003	0.007	0.0	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+1434014.txt	0.0	0.04	0.015	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991629.txt	0.0	0.034	0.003	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0361848.txt	0.001	0.067	0.03	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3016475.txt	0.004	0.04	0.016	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992335.txt	0.019	0.13	0.093	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0159812.txt	0.0	0.017	0.002	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990244.txt	0.001	0.015	0.001	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0017965.txt	0.001	0.008	0.001	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992309.txt	0.004	0.045	0.015	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0007015.txt	0.0	0.064	0.031	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991614.txt	0.007	0.136	0.008	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0107933.txt	0.001	0.015	0.009	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3364508.txt	0.003	0.12	0.079	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0159405.txt	0.0	0.006	0.0	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0204528.txt	0.0	0.011	0.001	NA
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+1486902.txt	0.0	0.059	0.002	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0207929.txt	0.0	0.008	0.007	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0133466.txt	0.001	0.029	0.009	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0272482.txt	0.006	0.507	0.127	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0202165.txt	0.002	0.152	0.031	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991358.txt	0.007	0.017	0.001	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0055051.txt	0.006	0.113	0.03	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0192254.txt	0.001	0.008	0.002	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991416.txt	0.0	0.009	0.001	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0116369.txt	0.005	0.034	0.006	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0085212.txt	0.0	0.013	0.0	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0142089.txt	0.007	0.083	0.014	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0248508.txt	0.001	0.016	0.002	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0453466.txt	0.0	0.11	0.042	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0100331.txt	0.0	0.035	0.005	NA
